id,first_name,last_name,full_name,previous_names,date_of_birth,date_of_death,id_number,phone_number,email,address,city,region,country,postal_code,risk_level,risk_score,case_count,case_types,court_records,occupation,employer,organization,job_title,marital_status,spouse_name,children_count,emergency_contact,emergency_phone,nationality,gender,education_level,languages,is_verified,verification_date,verification_notes,last_searched,search_count,created_at,updated_at,created_by,updated_by,status,notes
39405,ABAKA,VII,ABAKA VII,,1998-06-07 00:00:00,,,+2330578308809,abaka.vii@martin.net,"581 Richards Way, West Jeffreyshire, NH 06584",Accra,GAR,,,Low,10.0,1,['Mixed'],,Doctor,,,,,,,,,,,,"['Fante', 'Twi']",True,,,2025-09-30 08:04:47.054672,562,2025-09-12 07:26:27+00:00,2025-09-30 08:04:47.054672+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 2 languages.
39343,JOSEPH,ATTAKORA,JOSEPH ATTAKORA,,1975-09-21 00:00:00,,,+2330284888424,joseph.attakora@stewart-miller.com,"5339 Simpson Drives Apt. 606, West Williamburgh, MA 89184",Accra,UWR,,,High,60.0,1,['Mixed'],,Artist,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:27:02.859387,67,2025-09-12 07:26:27+00:00,2025-09-28 07:27:02.859387+00:00,,,ACTIVE,Name extracted from case titles. Artist with 1 languages.
39331,KAPMAN,AB,KAPMAN AB,['Daniel Walsh'],1997-05-14 00:00:00,,,+2330286513092,kapman.ab@stewart-jones.com,"897 Shane Green Apt. 846, Antonioland, DC 92937",Wa,UER,,,Low,16.0,1,['Mixed'],,Teacher,,,,,,,,,,,,"['Dagbani', 'English']",True,,,2025-09-28 07:27:03.568624,66,2025-09-12 07:26:27+00:00,2025-09-28 07:27:03.568624+00:00,,,ACTIVE,Name extracted from case titles. Teacher with 2 languages.
39347,MILLICENT,BOAFO,MILLICENT ASARE BOAFO,,1983-03-25 00:00:00,,,+2330266047354,millicent.boafo@thomas-brown.info,"Unit 8575 Box 6947, DPO AP 61659",Sunyani,BR,,,Medium,24.0,1,['Mixed'],,Consultant,,,,,,,,,,,,"['Ga', 'English', 'Akan']",True,,,2025-09-28 07:27:06.352035,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:06.352035+00:00,,,ACTIVE,Name extracted from case titles. Consultant with 3 languages.
39333,NAT,MAINOO,NAT LOMO MAINOO,,1951-02-15 00:00:00,,,+233059395378,nat.mainoo@gamble.info,"36425 Zachary Cove Apt. 030, Lake Stuart, FM 76219",Ho,NR,,,Low,11.0,1,['Mixed'],,Retired,,,,,,,,,,,,"['Ga', 'Akan', 'English']",True,,,2025-09-28 07:27:07.686298,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:07.686298+00:00,,,ACTIVE,Name extracted from case titles. Retired with 3 languages.
39335,THE,SULEMANA,THE ESTATE OF SULEMANA,['James Gregory'],1980-08-02 00:00:00,,,+2330551908267,the.sulemana@ramirez-mullins.com,"8755 Anderson Forge Apt. 396, Bennettfurt, CT 02848",Bolgatanga,NR,,,Low,7.0,1,['Mixed'],,Sports Person,,,,,,,,,,,,['Ga'],True,,,2025-09-28 07:27:12.091685,61,2025-09-12 07:26:27+00:00,2025-09-28 07:27:12.091685+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 1 languages.
39334,THOMAS,TWUM,THOMAS TWUM,,1988-03-21 00:00:00,,,+2330555856047,thomas.twum@lawson.info,"4488 Kelly Rapids, West Larry, AZ 85658",Takoradi,ER,,,,,,['Civil'],,Farmer,,,,,,,,,,,,['English'],True,,,2025-09-28 07:27:12.434638,61,2025-09-12 07:26:27+00:00,2025-09-28 07:27:12.434638+00:00,,,ACTIVE,Name extracted from case titles. Farmer with 1 languages.
43896,EBUSUAPANIN,ASIEDU,EBUSUAPANIN KOFI ASIEDU,,1973-12-04 00:00:00,,,+2330509129797,ebusuapanin.asiedu@lawrence-garcia.org,"30737 Gerald Extensions Suite 622, North Timothy, NE 50743",Sunyani,ASR,,,Medium,36.0,2,['Mixed'],,Musician,,,,,,,,,,,,"['Ewe', 'Twi']",True,,,2025-09-28 07:29:25.273971,216,2025-09-12 07:26:28+00:00,2025-09-28 07:29:25.273971+00:00,,,ACTIVE,Name extracted from case titles. Musician with 2 languages.
39339,EMMANUEL,AFFUM,EMMANUEL KWAFO AFFUM,['Jonathan Harper'],1947-09-17 00:00:00,,,+2330201538153,emmanuel.affum@cruz.com,"45127 Huynh Expressway Suite 223, South Kennethmouth, DE 73846",Koforidua,ER,,,Medium,39.0,1,['Mixed'],,Musician,,,,,,,,,,,,['English'],True,,,2025-09-28 07:29:28.971385,68,2025-09-12 07:26:27+00:00,2025-09-28 07:29:28.971385+00:00,,,ACTIVE,Name extracted from case titles. Musician with 1 languages.
44610,ADIZA,MOHAMADU,ADIZA MOHAMADU,,1992-07-01 00:00:00,,,+2330572879295,adiza.mohamadu@taylor.com,"589 Monica Glen Apt. 885, Jacquelineview, RI 05584",Ho,CR,,,Medium,26.0,2,['Mixed'],,Artist,,,,,,,,,,,,"['Twi', 'English']",True,,,2025-09-28 07:29:35.215274,99,2025-09-12 07:26:28+00:00,2025-09-28 07:29:35.215274+00:00,,,ACTIVE,Name extracted from case titles. Artist with 2 languages.
39504,ADOLPH,LATSE,ADOLPH YAO LATSE,['Samuel Lopez'],1992-07-31 00:00:00,,,+2330273136080,adolph.latse@norris.com,"4568 Adams Ville Suite 566, East Katherinefort, FL 39977",Takoradi,WR,,,Medium,27.0,1,['Mixed'],,Unemployed,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:29:35.480486,97,2025-09-12 07:26:27+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Unemployed with 1 languages.
39519,ADOLF,SIEVERS,ADOLF SIEVERS,,2005-08-08 00:00:00,,,+2330541383890,adolf.sievers@nielsen-koch.com,"432 Brown Run, Port Tiffanyland, NV 58191",Ho,WR,,,,,,"['Civil', 'Criminal']",,Civil Servant,,,,,,,,,,,,"['English', 'Dagbani', 'Ga']",True,,,2025-09-28 07:29:35.480486,97,2025-09-12 07:26:27+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Civil Servant with 3 languages.
39238,AFRICA,FZC,AFRICA TRADING FZC,,1999-02-26 00:00:00,,,+2330244666664,africa.fzc@williamson-sullivan.info,"4310 Berry Shore Apt. 999, Hensleyburgh, CT 55674",Sunyani,ER,,,Low,12.0,1,['Mixed'],,Artist,,,,,,,,,,,,"['English', 'Ewe']",True,,,2025-09-28 07:29:35.650913,97,2025-09-12 07:26:27+00:00,2025-09-28 07:29:35.650913+00:00,,,ACTIVE,Name extracted from case titles. Artist with 2 languages.
43999,ANDOH,ANOTHER,ANDOH ANOTHER,['Rachael Young'],1956-05-01 00:00:00,,,+2330557014779,andoh.another@cochran-franklin.net,"279 Kimberly Trail, Jackview, VT 60052",Wa,CR,,,,,,['Civil'],,Farmer,,,,,,,,,,,,"['Fante', 'Ewe', 'Twi']",True,,,2025-09-28 07:29:38.300949,90,2025-09-12 07:26:28+00:00,2025-09-28 07:29:38.300949+00:00,,,ACTIVE,Name extracted from case titles. Farmer with 3 languages.
45027,ANNOR,III,ANNOR III,,1952-07-25 00:00:00,,,+2330571761759,annor.iii@clark.com,"673 Smith Place Suite 102, Markmouth, NH 75933",Cape Coast,GAR,,,Medium,24.0,2,['Mixed'],,Business Owner,,,,,,,,,,,,"['Akan', 'English', 'Hausa']",True,,,2025-09-28 07:29:38.594978,90,2025-09-12 07:26:28+00:00,2025-09-28 07:29:38.594978+00:00,,,ACTIVE,Name extracted from case titles. Business Owner with 3 languages.
39698,ATAKPLAI,III,ATAKPLAI III,['Lance Arnold'],1975-07-05 00:00:00,,,+2330562466236,atakplai.iii@burke.biz,"60717 Kendra Village, Katherineville, OR 26100",Sunyani,BR,,,Low,8.0,1,['Mixed'],,Musician,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:29:39.360185,83,2025-09-12 07:26:27+00:00,2025-09-28 07:29:39.360185+00:00,,,ACTIVE,Name extracted from case titles. Musician with 1 languages.
39907,ASHITEY,ARMAH,ASHITEY ARMAH,,1956-03-10 00:00:00,,,+2330267556670,ashitey.armah@nguyen.net,"211 Dave Mountains Apt. 268, Halebury, MD 39366",Ho,WR,,,,,,"['Civil', 'Criminal']",,Musician,,,,,,,,,,,,['Ewe'],True,,,2025-09-28 07:29:39.360185,83,2025-09-12 07:26:27+00:00,2025-09-28 07:29:39.360185+00:00,,,ACTIVE,Name extracted from case titles. Musician with 1 languages.
39319,ABOSO,GOLDFIELDS,ABOSO GOLDFIELDS,,2002-08-29 00:00:00,,,+2330507981685,aboso.goldfields@riggs.info,"80135 Gibson Trafficway Suite 353, North Danielle, ND 65825",Ho,CR,,,,,,['Civil'],,Judge,,,,,,,,,,,,"['Hausa', 'English']",True,,,2025-09-28 07:30:34.815432,132,2025-09-12 07:26:27+00:00,2025-09-28 07:30:34.815432+00:00,,,ACTIVE,Name extracted from case titles. Judge with 2 languages.
39327,ABUBAKAR,MOHAMMED,ABUBAKAR MOHAMMED,,1992-09-30 00:00:00,,,+2330555487156,abubakar.mohammed@hodges-myers.biz,"2487 Martin Coves Suite 085, Cannonfurt, AS 17330",Wa,VR,,,Critical,100.0,1,['N/A'],,Student,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:30:34.815432,853,2025-09-12 07:26:27+00:00,2025-09-28 07:30:34.815432+00:00,,,ACTIVE,Name extracted from case titles. Student with 1 languages.
40565,ABBEY,WAHAB,ABBEY RAHMAN WAHAB,,2002-01-21 00:00:00,,,+2330591536651,abbey.wahab@wyatt.com,"82395 Marsh Crossroad, Lake Austin, VA 89368",Koforidua,NR,,,Medium,27.0,2,['Mixed'],,Doctor,,,,,,,,,,,,['Akan'],True,,,2025-09-30 08:04:47.054672,547,2025-09-12 07:26:27+00:00,2025-09-30 08:04:47.054672+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 1 languages.
39341,FRANCIS,KUGBLENU,FRANCIS KUGBLENU,,1982-11-09 00:00:00,,,+2330201562392,francis.kugblenu@francis.net,"3334 Randolph Camp, Mirandaland, ND 94034",Wa,UER,,,,,,"['Civil', 'Criminal']",,Accountant,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:27:00.336958,67,2025-09-12 07:26:27+00:00,2025-09-28 07:27:00.336958+00:00,,,ACTIVE,Name extracted from case titles. Accountant with 1 languages.
39349,GEORGE,AFFUL,GEORGE AYENSU AFFUL,,1956-12-08 00:00:00,,,+2330506800994,george.afful@garza-bishop.com,"22306 Contreras Grove Apt. 992, Angelafurt, UT 25762",Ho,GAR,,,Low,0.0,1,['Mixed'],,Sports Person,,,,,,,,,,,,"['English', 'Akan', 'Twi']",True,,,2025-09-28 07:27:00.679309,67,2025-09-12 07:26:27+00:00,2025-09-28 07:27:00.679309+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 3 languages.
39337,GODWIN,AGBENU,GODWIN AGBENU,,1970-10-05 00:00:00,,,+2330286543306,godwin.agbenu@johnson.info,"18817 Julie Lake, Mauriceburgh, NV 30932",Koforidua,CR,,,Low,12.0,1,['Mixed'],,Banker,,,,,,,,,,,,"['Fante', 'Dagbani', 'Ga']",True,,,2025-09-28 07:27:01.025961,67,2025-09-12 07:26:27+00:00,2025-09-28 07:27:01.025961+00:00,,,ACTIVE,Name extracted from case titles. Banker with 3 languages.
39344,KWAME,ANTWI,KWAME KWAAKO ANTWI,['Darlene Keith'],1962-12-31 00:00:00,,,+2330264434658,kwame.antwi@perry-johnson.com,"685 Nicholas Terrace, Port Dennisberg, LA 10807",Sunyani,VR,,,Medium,32.0,1,['Mixed'],,Doctor,,,,,,,,,,,,"['Fante', 'Twi', 'Akan']",True,,,2025-09-28 07:27:04.625679,65,2025-09-12 07:26:27+00:00,2025-09-28 07:27:04.625679+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 3 languages.
39345,SADAC,BUILDERS,SADAC BUILDERS,,1996-09-01 00:00:00,,,+2330555261936,sadac.builders@miller.com,"USCGC Jackson, FPO AA 60953",Wa,VR,,,Medium,27.0,2,['Mixed'],,Musician,,,,,,,,,,,,"['Hausa', 'Twi', 'English']",True,,,2025-09-28 07:27:10.740646,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:10.740646+00:00,,,ACTIVE,Name extracted from case titles. Musician with 3 languages.
39338,CLETUS,KUFIA,CLETUS BARRO KUFIA,['Richard Burton'],1965-06-20 00:00:00,,,+2330577919730,cletus.kufia@parker.com,"0276 Mario Centers, Michaelhaven, PW 10513",Kumasi,CR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Teacher,,,,,,,,,,,,"['Hausa', 'Twi', 'Ewe']",True,,,2025-09-28 07:29:12.875487,72,2025-09-12 07:26:27+00:00,2025-09-28 07:29:12.875487+00:00,,,ACTIVE,Name extracted from case titles. Teacher with 3 languages.
39336,SHARDRACK,LOMOKWEI,SHARDRACK LOMOKWEI,,2007-02-06 00:00:00,,,+2330508002207,shardrack.lomokwei@benson.com,"833 Matthew Neck, East Stephanieburgh, AK 66695",Takoradi,ER,,,Medium,20.0,1,['Mixed'],,Musician,,,,,,,,,,,,"['Twi', 'Hausa']",True,,,2025-09-28 07:27:11.069694,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:11.069694+00:00,,,ACTIVE,Name extracted from case titles. Musician with 2 languages.
39330,SOCIAL,FUND,SOCIAL INVESTMENT FUND,,1968-07-05 00:00:00,,,+2330508102194,social.fund@larsen.com,"06671 Fowler Skyway Suite 830, North Scott, PW 26183",Kumasi,GAR,,,,,,['Civil'],,Engineer,,,,,,,,,,,,"['Ewe', 'Akan', 'Hausa']",True,,,2025-09-28 07:27:11.413454,61,2025-09-12 07:26:27+00:00,2025-09-28 07:27:11.413454+00:00,,,ACTIVE,Name extracted from case titles. Engineer with 3 languages.
39348,ZIKPUITOR,BODZABIE,ZIKPUITOR BODZABIE,,1987-02-05 00:00:00,,,+2330566053861,zikpuitor.bodzabie@melton.net,"USNV Taylor, FPO AP 97151",Tamale,ASR,,,Low,14.0,1,['Mixed'],,Consultant,,,,,,,,,,,,"['Ewe', 'English']",True,,,2025-09-28 07:27:13.871470,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:13.871470+00:00,,,ACTIVE,Name extracted from case titles. Consultant with 2 languages.
43234,ABEGUNDE,ANOTHER,ABEGUNDE ANOTHER,['John Schultz'],1959-02-04 00:00:00,,,+2330552220305,abegunde.another@hanson.net,"646 Tim Key, New Kimberly, MS 50414",Accra,VR,,,,,,['Civil'],,Artist,,,,,,,,,,,,"['Fante', 'Twi', 'Ewe']",True,,,2025-09-28 07:29:34.215005,134,2025-09-12 07:26:28+00:00,2025-09-28 07:29:34.215005+00:00,,,ACTIVE,Name extracted from case titles. Artist with 3 languages.
43048,ADWOA,AWATOAH,ADWOA AWATOAH,,1953-05-05 00:00:00,,,+2330571420050,adwoa.awatoah@allen.com,"978 Craig Lock, Avilafort, VI 55992",Accra,VR,,,,,,['Civil'],,Trader,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:29:35.480486,97,2025-09-12 07:26:28+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Trader with 1 languages.
